66 116
66 510
66 2375
66 2444
66 2562
66 4176
66 4283
66 4948
66 5023
66 5537
66 5843
66 6272
66 6692
66 7493
66 7969
66 9251
66 10434
66 11126
66 11452
66 11693
66 12629
66 12822
66 12966
66 13637
66 14609
66 15686
66 17157
66 17444
66 18149
66 18328
66 19066
66 19759
66 19907
66 20873
66 21825
66 22146
66 23119
66 23540
66 23674
66 25920
66 25935
66 26659
66 26711
66 26802
66 27051
66 27653
66 28137
66 29588
66 30135
66 30843
66 31054
66 31667
66 31825
66 31945
66 31969
66 32161
66 32594
66 33749
66 34007
66 34483
66 34778
66 35610
67 60
67 140
67 274
67 904
67 1385
67 1961
67 2926
67 3952
67 4599
67 5371
67 6327
67 6331
67 6962
67 7033
67 7644
67 7654
67 7682
67 8958
67 9415
67 10221
67 10968
67 11435
67 11792
67 11892
67 12097
67 12554
67 13261
67 13654
67 13892
67 14246
67 15190
67 15924
67 16012
67 16146
67 16379
67 16817
67 17698
67 17754
67 17884
67 19015
67 19215
67 19467
67 19555
67 19639
67 20862
67 20912
67 21615
67 22449
67 22661
67 22729
67 22762
67 23451
67 23802
67 25149
67 25405
67 25763
67 26986
67 27065
67 27454
67 28105
67 28860
67 29434
67 30319
67 30576
67 30834
67 30891
67 30949
67 31683
67 31687
67 32180
67 32478
67 32525
67 32636
67 33137
67 33314
67 33352
67 33750
67 34509
67 34606
67 35946
67 39385
67 39562
67 39807
67 40713
67 41386
67 41816
67 41855
67 42411
67 42526
67 42632
67 42766
67 43741
67 43919
67 44783
67 45012
67 45554
67 47751
67 48395
67 49373
67 49433
67 49458
67 49690
67 50347
67 50811
67 51368
67 53116
67 53211
67 53576
67 54207
67 54626
67 54641
67 54986
67 55042
67 55685
67 55721
67 55855
67 56323
67 56737
67 57401
67 57450
67 58370
67 59336
67 59585
67 59779
67 60258
67 60587
67 60775
67 60986
67 61312
67 61924
67 62154
67 62553
67 62716
67 62938
67 63753
67 64720
67 65002
67 65336
67 65483
67 65618
67 66028
67 66543
67 66559
67 67723
67 67947
67 68376
67 68420
67 68520
67 70397
67 70757
67 71385
67 71593
67 71832
67 72294
67 72374
67 72492
67 72502
67 72995
67 73095
67 73391
67 73697
67 73703
67 75309
67 75948
67 76193
67 77986
67 78215
67 78346
67 78392
67 79505
67 80010
67 80043
67 80290
67 80452
67 80580
67 83107
67 83161
67 84022
67 84229
67 84232
67 84804
67 85229
67 85250
67 88056
67 89440
67 89606
67 90980
67 91660
67 92287
67 93035
67 93054
67 93158
67 93770
67 94501
67 95425
67 95896
67 96609
69 466
69 863
69 878
69 1566
69 1728
69 4499
69 4969
69 5953
69 6364
69 7756
69 8059
69 8948
69 9121
69 9287
69 9353
69 9760
69 10162
69 10513
69 11557
69 12176
69 12905
69 13540
69 14896
69 16006
69 16396
69 16678
69 18355
69 18493
69 19919
69 19977
69 20100
69 21483
69 21644
69 21679
69 22523
69 22871
69 22873
69 23853
69 24793
69 26642
69 27457
69 27648
69 27847
69 27989
69 29045
69 29074
69 29576
69 30114
69 31206
69 31216
69 31557
69 31946
69 32359
69 33361
69 33364
69 33783
69 34309
69 34440
69 35558
69 36985
69 37799
